id,timestamp,text,searchQuery,clean_content,tokens,sentiment,sentiment_label,sentiment_score
1844036986434417038,2024-10-09 15:27:00+00:00,"에스파 'Whiplash' 앨범 사양 프리뷰 #윈터

1.  BEAT Ver.
2. SPEED Ver.
3. SMini Ver.

#WINTER #ウィンター  
#에스파 #aespa #エスパ",speed Indonesia ,"Whiplash    

  BEAT Ver
 SPEED Ver
 SMini Ver

WINTER   
 aespa","['Whiplash', 'BEAT', 'Ver', 'SPEED', 'Ver', 'SMini', 'Ver', 'WINTER', 'aespa']","[{'label': 'positive', 'score': 0.557112455368042}, {'label': 'neutral', 'score': 0.17993590235710144}, {'label': 'negative', 'score': 0.26295167207717896}]",positive,0.557112455368042
1844030116541923592,2024-10-09 15:00:00+00:00,"aespa 에스파 'Whiplash' Album Details (SPEED Ver.) Preview

aespa 에스파 The 5th Mini Album〖Whiplash〗 
➫ 2024.10.21 6PM (KST) 

🔗 aespa.com
💿 aespa.lnk.to/whiplash

#aespa #æspa #에스파 
#Whiplash #aespaWhiplash",speed Indonesia ,"aespa  Whiplash Album Details SPEED Ver Preview

aespa  The th Mini AlbumWhiplash 
  PM KST 

 aespacom
 aespalnktowhiplash

aespa spa  
Whiplash aespaWhiplash","['aespa', 'Whiplash', 'Album', 'Details', 'SPEED', 'Ver', 'Preview', 'aespa', 'th', 'Mini', 'AlbumWhiplash', 'PM', 'KST', 'aespacom', 'aespalnktowhiplash', 'aespa', 'spa', 'Whiplash', 'aespaWhiplash']","[{'label': 'positive', 'score': 0.5418853163719177}, {'label': 'neutral', 'score': 0.24403178691864014}, {'label': 'negative', 'score': 0.2140829712152481}]",positive,0.5418853163719177
1844037548446023746,2024-10-09 15:29:00+00:00,"Pesan photocard 'Whiplash' #WINTER ✏️

• SPEED Ver - ""Halo ♥︎ Aku cinta kamu!  Pertarungan Whiplash!  WINTER ⛄️ Mari kita akhiri tahun ini dengan baik bersama saya di tahun 2024!  Tidur nyenyak, makan banyak makanan enak >_< Semoga harimu menyenangkan♥︎

...",speed Indonesia ,"Pesan photocard Whiplash WINTER 

 SPEED Ver  Halo  Aku cinta kamu  Pertarungan Whiplash  WINTER  Mari kita akhiri tahun ini dengan baik bersama saya di tahun   Tidur nyenyak makan banyak makanan enak  Semoga harimu menyenangkan","['Pesan', 'photocard', 'Whiplash', 'WINTER', 'SPEED', 'Ver', 'Halo', 'cinta', 'Pertarungan', 'Whiplash', 'WINTER', 'Mari', 'Tidur', 'nyenyak', 'makan', 'makanan', 'enak', 'Semoga', 'harimu', 'menyenangkan']","[{'label': 'positive', 'score': 0.9466269016265869}, {'label': 'neutral', 'score': 0.031554512679576874}, {'label': 'negative', 'score': 0.021818581968545914}]",positive,0.9466269016265869
1844034158705983798,2024-10-09 15:16:00+00:00,"Minister Of Communication And Information, Budi Arie Setiadi Hopes That Internet Speed Can Reach 100 Mbps throughout all Indonesia's regions In 2029.
#WestPapuan 
voi.id/en/technology/423190/",speed Indonesia ,"Minister Of Communication And Information Budi Arie Setiadi Hopes That Internet Speed Can Reach  Mbps throughout all Indonesias regions In 
WestPapuan 
voiidentechnology","['Minister', 'Communication', 'Information', 'Budi', 'Arie', 'Setiadi', 'Hopes', 'Internet', 'Speed', 'Reach', 'Mbps', 'throughout', 'Indonesias', 'region', 'WestPapuan', 'voiidentechnology']","[{'label': 'positive', 'score': 0.6998464465141296}, {'label': 'neutral', 'score': 0.1580522507429123}, {'label': 'negative', 'score': 0.14210130274295807}]",positive,0.6998464465141296
1844032070664024273,2024-10-09 15:08:00+00:00,"Canada needs High Speed Rail like the rest of the 🌎 
•Indonesia
•Thailand
•India
•Iran
•Laos
•UK
•France
•Spain
•Italy
•Germany
•Netherlands
•Belgium
•Norway
•Russia
•China
•Taiwan
•Uzbekistan
•Japan
•South Korea
•Morocco
#cdnpoli",speed Indonesia ,"Canada needs High Speed Rail like the rest of the  
Indonesia
Thailand
India
Iran
Laos
UK
France
Spain
Italy
Germany
Netherlands
Belgium
Norway
Russia
China
Taiwan
Uzbekistan
Japan
South Korea
Morocco
cdnpoli","['Canada', 'need', 'High', 'Speed', 'Rail', 'like', 'rest', 'Indonesia', 'Thailand', 'India', 'Iran', 'Laos', 'UK', 'France', 'Spain', 'Italy', 'Germany', 'Netherlands', 'Belgium', 'Norway', 'Russia', 'China', 'Taiwan', 'Uzbekistan', 'Japan', 'South', 'Korea', 'Morocco', 'cdnpoli']","[{'label': 'positive', 'score': 0.5189386010169983}, {'label': 'neutral', 'score': 0.2218598872423172}, {'label': 'negative', 'score': 0.2592014968395233}]",positive,0.5189386010169983
1844031182419497008,2024-10-09 15:04:00+00:00,So in your words you think he is the same as some foreign fan from indonesia,speed Indonesia ,So in your words you think he is the same as some foreign fan from indonesia,"['word', 'think', 'foreign', 'fan', 'indonesia']","[{'label': 'positive', 'score': 0.4895700216293335}, {'label': 'neutral', 'score': 0.2521075904369354}, {'label': 'negative', 'score': 0.25832241773605347}]",positive,0.4895700216293335
1844028133567345151,2024-10-09 14:52:00+00:00,"Minister of Communication and Information, Budi Arie Setiadi hopes that internet speed in Indonesia can reach the target of 100 Mbps in all regions on the next five years.
#WestPapuan 
antaranews.com/berita/438452…",speed Indonesia ,"Minister of Communication and Information Budi Arie Setiadi hopes that internet speed in Indonesia can reach the target of  Mbps in all regions on the next five years
WestPapuan 
antaranewscomberita","['Minister', 'Communication', 'Information', 'Budi', 'Arie', 'Setiadi', 'hope', 'internet', 'speed', 'Indonesia', 'reach', 'target', 'Mbps', 'region', 'next', 'five', 'year', 'WestPapuan', 'antaranewscomberita']","[{'label': 'positive', 'score': 0.5052995681762695}, {'label': 'neutral', 'score': 0.16657233238220215}, {'label': 'negative', 'score': 0.3281280994415283}]",positive,0.5052995681762695
1836718975578690012,2024-09-19 10:48:00+00:00,"Speed is currently just having fun & doing side quests in Bali, Indonesia 😂🇮🇩",speed Indonesia ,Speed is currently just having fun  doing side quests in Bali Indonesia,"['Speed', 'currently', 'fun', 'side', 'quest', 'Bali', 'Indonesia']","[{'label': 'positive', 'score': 0.5191423296928406}, {'label': 'neutral', 'score': 0.26036104559898376}, {'label': 'negative', 'score': 0.22049659490585327}]",positive,0.5191423296928406
1843972215089570092,2024-10-09 11:10:00+00:00,"akhirnyaaa bang paes bisa ikut latihan juga,sempet khawatir dia masih cedera,tapi berkat doa seluruh masyarakat indonesia bang paes speed recovery",speed Indonesia ,akhirnyaaa bang paes bisa ikut latihan jugasempet khawatir dia masih cederatapi berkat doa seluruh masyarakat indonesia bang paes speed recovery,"['akhirnyaaa', 'bang', 'paes', 'latihan', 'jugasempet', 'khawatir', 'cederatapi', 'berkat', 'doa', 'masyarakat', 'indonesia', 'bang', 'paes', 'speed', 'recovery']","[{'label': 'positive', 'score': 0.6459749341011047}, {'label': 'neutral', 'score': 0.11733163148164749}, {'label': 'negative', 'score': 0.23669348657131195}]",positive,0.6459749341011047
1844001910124433804,2024-10-09 13:08:00+00:00,"AYO PHASMOPHOBIA! Semoga cinta kita ga seperti speed Thaye 

📅: 9 oct 2024
🕗: 20.00 WIB/GMT+7
🔗: yewtu.be/watch?v=1BXg11h5…

Yang mau ikut main boleh yaaa. Jangan lupa mampir dan sukrebb! 💜💛",speed Indonesia ,"AYO PHASMOPHOBIA Semoga cinta kita ga seperti speed Thaye 

  oct 
  WIBGMT
 yewtubewatchvBXgh

Yang mau ikut main boleh yaaa Jangan lupa mampir dan sukrebb","['AYO', 'PHASMOPHOBIA', 'Semoga', 'cinta', 'ga', 'speed', 'Thaye', 'oct', 'WIBGMT', 'yewtubewatchvBXgh', 'main', 'yaaa', 'lupa', 'mampir', 'sukrebb']","[{'label': 'positive', 'score': 0.8527123332023621}, {'label': 'neutral', 'score': 0.06506966799497604}, {'label': 'negative', 'score': 0.08221790939569473}]",positive,0.8527123332023621
1843906030226550799,2024-10-09 06:47:00+00:00,Indonesia kenapa panas betul padahal asean,speed Indonesia ,Indonesia kenapa panas betul padahal asean,"['Indonesia', 'panas', 'asean']","[{'label': 'positive', 'score': 0.16545461118221283}, {'label': 'neutral', 'score': 0.1927921026945114}, {'label': 'negative', 'score': 0.6417533159255981}]",negative,0.6417533159255981
1843952541421465728,2024-10-09 09:51:00+00:00,Watch :-Speed is currently in Indonesia & as soon as he got out of his car.,speed Indonesia ,Watch Speed is currently in Indonesia  as soon as he got out of his car,"['Watch', 'Speed', 'currently', 'Indonesia', 'soon', 'got', 'car']","[{'label': 'positive', 'score': 0.409065842628479}, {'label': 'neutral', 'score': 0.2376941740512848}, {'label': 'negative', 'score': 0.3532399833202362}]",positive,0.409065842628479
1843921257420710125,2024-10-09 07:47:00+00:00,Indonesia’s high speed $7b,speed Indonesia ,Indonesias high speed b,"['Indonesias', 'high', 'speed', 'b']","[{'label': 'positive', 'score': 0.5924780964851379}, {'label': 'neutral', 'score': 0.19070376455783844}, {'label': 'negative', 'score': 0.21681813895702362}]",positive,0.5924780964851379
1841159909070532842,2024-10-01 16:55:00+00:00,"🚨| WATCH: Speed reacts to his old self in Indonesia, practicing Javanese culture from the 9th century 🇮🇩",speed Indonesia ,WATCH Speed reacts to his old self in Indonesia practicing Javanese culture from the th century,"['WATCH', 'Speed', 'reacts', 'old', 'self', 'Indonesia', 'practicing', 'Javanese', 'culture', 'th', 'century']","[{'label': 'positive', 'score': 0.5671281218528748}, {'label': 'neutral', 'score': 0.18130259215831757}, {'label': 'negative', 'score': 0.2515692710876465}]",positive,0.5671281218528748
1843889973835260329,2024-10-09 05:43:00+00:00,"From Bolivia to Indonesia, deforestation continues at horrifying speed.
rawstory.com/from-bolivia-to…",speed Indonesia ,"From Bolivia to Indonesia deforestation continues at horrifying speed
rawstorycomfromboliviato","['Bolivia', 'Indonesia', 'deforestation', 'continues', 'horrifying', 'speed', 'rawstorycomfromboliviato']","[{'label': 'positive', 'score': 0.27705347537994385}, {'label': 'neutral', 'score': 0.1586848497390747}, {'label': 'negative', 'score': 0.5642617344856262}]",negative,0.5642617344856262
1843874634820923435,2024-10-09 04:42:00+00:00,Dah apehal kat twitter ni asyik gaduh indonesia ngan malaysia ni.. ape yg triggeredkan dorang gila2 ni.. takkan dari kes batik time speed dtg haritu tak habis2😅,speed Indonesia ,Dah apehal kat twitter ni asyik gaduh indonesia ngan malaysia ni ape yg triggeredkan dorang gila ni takkan dari kes batik time speed dtg haritu tak habis,"['Dah', 'apehal', 'kat', 'twitter', 'ni', 'asyik', 'gaduh', 'indonesia', 'ngan', 'malaysia', 'ni', 'ape', 'yg', 'triggeredkan', 'dorang', 'gila', 'ni', 'takkan', 'kes', 'batik', 'time', 'speed', 'dtg', 'haritu', 'habis']","[{'label': 'positive', 'score': 0.12154067307710648}, {'label': 'neutral', 'score': 0.1403428167104721}, {'label': 'negative', 'score': 0.7381165027618408}]",negative,0.7381165027618408
1843851019413008621,2024-10-09 03:08:00+00:00,"Dalam perjalanan evakuasi, Tim SAR Gabungan dihubungi oleh pihak keluarga yang menyampaikan bahwa para penumpang Speed Boat tersebut telah di evakuasi ke pesisir Pantai Pasar Langgur oleh Speed Boat milik Perusahaan Mutiara yang kebetulan berada di sekitar lokasi kejadian.",speed Indonesia ,Dalam perjalanan evakuasi Tim SAR Gabungan dihubungi oleh pihak keluarga yang menyampaikan bahwa para penumpang Speed Boat tersebut telah di evakuasi ke pesisir Pantai Pasar Langgur oleh Speed Boat milik Perusahaan Mutiara yang kebetulan berada di sekitar lokasi kejadian,"['perjalanan', 'evakuasi', 'Tim', 'SAR', 'Gabungan', 'dihubungi', 'keluarga', 'penumpang', 'Speed', 'Boat', 'evakuasi', 'pesisir', 'Pantai', 'Pasar', 'Langgur', 'Speed', 'Boat', 'milik', 'Perusahaan', 'Mutiara', 'lokasi', 'kejadian']","[{'label': 'positive', 'score': 0.5977407097816467}, {'label': 'neutral', 'score': 0.1430996060371399}, {'label': 'negative', 'score': 0.25915971398353577}]",positive,0.5977407097816467
1843851009535496432,2024-10-09 03:08:00+00:00,"Kronologinya, Speed Boat yang mengangkut sebanyak 27 orang tersebut berangkat dari Mataholat hendak menuju Pelabuhan Watedek, Tual pada pukul 06.00 WIT. Setengah jam dalam perjalanan, Speed Boat tersebut mengalami mati mesin di Perairan Selat Nerong.",speed Indonesia ,Kronologinya Speed Boat yang mengangkut sebanyak  orang tersebut berangkat dari Mataholat hendak menuju Pelabuhan Watedek Tual pada pukul  WIT Setengah jam dalam perjalanan Speed Boat tersebut mengalami mati mesin di Perairan Selat Nerong,"['Kronologinya', 'Speed', 'Boat', 'mengangkut', 'orang', 'berangkat', 'Mataholat', 'Pelabuhan', 'Watedek', 'Tual', 'WIT', 'jam', 'perjalanan', 'Speed', 'Boat', 'mengalami', 'mati', 'mesin', 'Perairan', 'Selat', 'Nerong']","[{'label': 'positive', 'score': 0.1823900192975998}, {'label': 'neutral', 'score': 0.13292652368545532}, {'label': 'negative', 'score': 0.6846834421157837}]",negative,0.6846834421157837
1843851007832535381,2024-10-09 03:08:00+00:00,"Bakamla RI melalui Stasiun Bakamla Tual menerima informasi dari Kepala Pos SAR Tual bahwa adanya Kecelakaan Kapal berupa Speed Boat mati mesin pada pukul 06.30 WIT, di Perairan Selat Nerong, Maluku Tenggara, Selasa (8/10/2024).",speed Indonesia ,Bakamla RI melalui Stasiun Bakamla Tual menerima informasi dari Kepala Pos SAR Tual bahwa adanya Kecelakaan Kapal berupa Speed Boat mati mesin pada pukul  WIT di Perairan Selat Nerong Maluku Tenggara Selasa,"['Bakamla', 'RI', 'Stasiun', 'Bakamla', 'Tual', 'menerima', 'informasi', 'Kepala', 'Pos', 'SAR', 'Tual', 'Kecelakaan', 'Kapal', 'Speed', 'Boat', 'mati', 'mesin', 'WIT', 'Perairan', 'Selat', 'Nerong', 'Maluku', 'Tenggara', 'Selasa']","[{'label': 'positive', 'score': 0.2852313816547394}, {'label': 'neutral', 'score': 0.19952967762947083}, {'label': 'negative', 'score': 0.5152389407157898}]",negative,0.5152389407157898
1837020890430570689,2024-09-20 06:48:00+00:00,Speed makes a monkey his friend & he tried to kiss speed in Indonesia 😂,speed Indonesia ,Speed makes a monkey his friend  he tried to kiss speed in Indonesia,"['Speed', 'make', 'monkey', 'friend', 'tried', 'kiss', 'speed', 'Indonesia']","[{'label': 'positive', 'score': 0.5318599343299866}, {'label': 'neutral', 'score': 0.178507462143898}, {'label': 'negative', 'score': 0.2896325886249542}]",positive,0.5318599343299866
1839514981022245234,2024-09-27 03:58:00+00:00,"When he understands and follows the reaction “aaaaaaaaaaa” what a mood to hear that word 😭😭😂🤣.

Ketika dia ngerti dan ngikutin reaksi
""aaaaaaaaaa"" mood banget denger nya 😭😭😭😭🤣🤣🤣🤣.

W Indonesia 🇮🇩😭.

#IShowSpeed #Speed #Indonesia",speed Indonesia ,"When he understands and follows the reaction aaaaaaaaaaa what a mood to hear that word 

Ketika dia ngerti dan ngikutin reaksi
aaaaaaaaaa mood banget denger nya 

W Indonesia 

IShowSpeed Speed Indonesia","['understands', 'follows', 'reaction', 'aaaaaaaaaaa', 'mood', 'hear', 'word', 'ngerti', 'ngikutin', 'reaksi', 'aaaaaaaaaa', 'mood', 'banget', 'denger', 'nya', 'W', 'Indonesia', 'IShowSpeed', 'Speed', 'Indonesia']","[{'label': 'positive', 'score': 0.42203909158706665}, {'label': 'neutral', 'score': 0.1532832533121109}, {'label': 'negative', 'score': 0.4246777296066284}]",negative,0.4246777296066284
1842508554856734902,2024-10-05 10:14:00+00:00,"Speed : Batik dari Indonesia...
Kalau Asalnya Ia dari Indomesia

Tapi Fakta saat ini..
Batik dari Chinaa bro,
Di Impor jor2an....

Kerajinan Batik Lokal Gulung Tikar.

2008, gue punya Pabrik Mini..
Namanya Arena Karya Mandiri, 1 thn tutup.
Bikin baut kuping accu mobil.
Cost produksi gue 700 perak sebiji. (karyawan sm listrik).
Eh Impor dari Tiongkok 1000 perak dapat 2 biji.
Apa gk mencret...",speed Indonesia ,"Speed  Batik dari Indonesia
Kalau Asalnya Ia dari Indomesia

Tapi Fakta saat ini
Batik dari Chinaa bro
Di Impor joran

Kerajinan Batik Lokal Gulung Tikar

 gue punya Pabrik Mini
Namanya Arena Karya Mandiri  thn tutup
Bikin baut kuping accu mobil
Cost produksi gue  perak sebiji karyawan sm listrik
Eh Impor dari Tiongkok  perak dapat  biji
Apa gk mencret","['Speed', 'Batik', 'Indonesia', 'Asalnya', 'Indomesia', 'Fakta', 'Batik', 'Chinaa', 'bro', 'Impor', 'joran', 'Kerajinan', 'Batik', 'Lokal', 'Gulung', 'Tikar', 'gue', 'Pabrik', 'Mini', 'Namanya', 'Arena', 'Karya', 'Mandiri', 'thn', 'tutup', 'Bikin', 'baut', 'kuping', 'accu', 'mobil', 'Cost', 'produksi', 'gue', 'perak', 'sebiji', 'karyawan', 'sm', 'listrik', 'Eh', 'Impor', 'Tiongkok', 'perak', 'biji', 'gk', 'mencret']","[{'label': 'positive', 'score': 0.4591456651687622}, {'label': 'neutral', 'score': 0.19424794614315033}, {'label': 'negative', 'score': 0.34660637378692627}]",positive,0.4591456651687622
1843835091098972566,2024-10-09 02:05:00+00:00,"Indonesia, Singapore speed up digital economy cooperation
jaunenglish.com/indonesia-si…",speed Indonesia ,"Indonesia Singapore speed up digital economy cooperation
jaunenglishcomindonesiasi","['Indonesia', 'Singapore', 'speed', 'digital', 'economy', 'cooperation', 'jaunenglishcomindonesiasi']","[{'label': 'positive', 'score': 0.5345150232315063}, {'label': 'neutral', 'score': 0.18836568295955658}, {'label': 'negative', 'score': 0.27711933851242065}]",positive,0.5345150232315063
1843709005119840286,2024-10-08 17:44:00+00:00,Gak sabar nunggu update selanjutnya dari perjalanan Speed di Indonesia. Pasti seru banget!,speed Indonesia ,Gak sabar nunggu update selanjutnya dari perjalanan Speed di Indonesia Pasti seru banget,"['Gak', 'sabar', 'nunggu', 'update', 'perjalanan', 'Speed', 'Indonesia', 'seru', 'banget']","[{'label': 'positive', 'score': 0.3469938039779663}, {'label': 'neutral', 'score': 0.18282461166381836}, {'label': 'negative', 'score': 0.47018152475357056}]",negative,0.47018152475357056
1843683834623385780,2024-10-08 16:04:00+00:00,"In Wales, Conservatives criticize Labour's 20mph speed limits, citing poor implementation and public confusion, urging a review. Colleen Monfore's remains were found in a shark's stomach after her diving accident in Indonesia, raising questions about her… am1.news/usconservative/topi…",speed Indonesia ,In Wales Conservatives criticize Labours mph speed limits citing poor implementation and public confusion urging a review Colleen Monfores remains were found in a sharks stomach after her diving accident in Indonesia raising questions about her amnewsusconservativetopi,"['Wales', 'Conservatives', 'criticize', 'Labours', 'mph', 'speed', 'limit', 'citing', 'poor', 'implementation', 'public', 'confusion', 'urging', 'review', 'Colleen', 'Monfores', 'remains', 'found', 'shark', 'stomach', 'diving', 'accident', 'Indonesia', 'raising', 'question', 'amnewsusconservativetopi']","[{'label': 'positive', 'score': 0.0603540875017643}, {'label': 'neutral', 'score': 0.0810210183262825}, {'label': 'negative', 'score': 0.8586248755455017}]",negative,0.8586248755455017
1836347306032996439,2024-09-18 10:11:00+00:00,Speed is having the time of his life in Indonesia 😂🇮🇩,speed Indonesia ,Speed is having the time of his life in Indonesia,"['Speed', 'time', 'life', 'Indonesia']","[{'label': 'positive', 'score': 0.48604634404182434}, {'label': 'neutral', 'score': 0.2249259352684021}, {'label': 'negative', 'score': 0.28902769088745117}]",positive,0.48604634404182434
1843669378065412455,2024-10-08 15:06:00+00:00,"🎉Native $USDC is now officially launched on Sui!🔥 
Smooth Web3 interactions with high speed and security! 🫡",speed Indonesia ,"Native USDC is now officially launched on Sui 
Smooth Web interactions with high speed and security","['Native', 'USDC', 'officially', 'launched', 'Sui', 'Smooth', 'Web', 'interaction', 'high', 'speed', 'security']","[{'label': 'positive', 'score': 0.5703836679458618}, {'label': 'neutral', 'score': 0.20412521064281464}, {'label': 'negative', 'score': 0.22549109160900116}]",positive,0.5703836679458618
1843648578805534727,2024-10-08 13:44:00+00:00,"@elonmusk  thanks Starlink has come to Indonesia, please gives us cheaper Starlink internet package or same price as provider in Indonesia, we are tired to complain about unstable and slow speed internet . me and my family will change to Starlink 😭",speed Indonesia ,thanks Starlink has come to Indonesia please gives us cheaper Starlink internet package or same price as provider in Indonesia we are tired to complain about unstable and slow speed internet  me and my family will change to Starlink,"['thanks', 'Starlink', 'come', 'Indonesia', 'please', 'give', 'u', 'cheaper', 'Starlink', 'internet', 'package', 'price', 'provider', 'Indonesia', 'tired', 'complain', 'unstable', 'slow', 'speed', 'internet', 'family', 'change', 'Starlink']","[{'label': 'positive', 'score': 0.40823662281036377}, {'label': 'neutral', 'score': 0.1190539300441742}, {'label': 'negative', 'score': 0.47270944714546204}]",negative,0.47270944714546204
